id,parent_id,name,name_en,area
2409,24,แปลงยาว,Plaeng Yao,379.555269036
2410,24,ท่าตะเกียบ,Tha Takiap,1647.21546474
2411,24,คลองเขื่อน,Khlong Khuean,124.043771073
2501,25,เมืองปราจีนบุรี,Mueang Prachin Buri,548.932215325
2502,25,กบินทร์บุรี,Kabin Buri,1626.3184206600001
2503,25,นาดี,Na Di,1395.51633364
2506,25,บ้านสร้าง,Ban Sang,432.017532084
2507,25,ประจันตคาม,Prachantakham,1097.57576891
2508,25,ศรีมหาโพธิ,Si Mahapho,557.752061245
2509,25,ศรีมโหสถ,Si Mahosot,163.67247675099998
2601,26,เมืองนครนายก,Mueang Nakhon Nayok,945.254164089
2602,26,ปากพลี,Pak Phli,509.74782414099997
2603,26,บ้านนา,Ban Na,419.860255541
2604,26,องครักษ์,Ongkharak,604.34943935
2701,27,เมืองสระแก้ว,Mueang Sa Kaeo,1616.41044685
2702,27,คลองหาด,Khlong Hat,560.542547126
2703,27,ตาพระยา,Ta Phraya,1124.36363464
2704,27,วังน้ำเย็น,Wang Nam Yen,500.330164875
2705,27,วัฒนานคร,Watthana Nakhon,1751.92822922
2706,27,อรัญประเทศ,Aranya Prathet,851.8984680039998
2707,27,เขาฉกรรจ์,Khao Chakan,536.121713878
2708,27,โคกสูง,Khok Sung,395.472880649
2709,27,วังสมบูรณ์,Wang Sombun,579.988752266
3001,30,เมืองนครราชสีมา,Mueang Nakhon Ratchasima,885.656236078
3002,30,ครบุรี,Khon Buri,2168.6273107800002
3003,30,เสิงสาง,Soeng Sang,1097.49561733
3004,30,คง,Khong,753.4105102899999
3005,30,บ้านเหลื่อม,Ban Lueam,256.988066486
3006,30,จักราช,Chakkarat,649.364016475
3007,30,โชคชัย,Chok Chai,632.2508863200001
3008,30,ด่านขุนทด,Dan Khun Thot,1610.24734338
3009,30,โนนไทย,Non Thai,634.268744955
3010,30,โนนสูง,Non Sung,800.032138495
3011,30,ขามสะแกแสง,Kham Sakae Saeng,393.117657484
3012,30,บัวใหญ่,Bua Yai,583.7358071369999
3013,30,ประทาย,Prathai,623.5797564229999
3014,30,ปักธงชัย,Pak Thong Chai,1166.1628478900002
3015,30,พิมาย,Phimai,1034.49784645
3016,30,ห้วยแถลง,Huai Thalaeng,620.216998156
3017,30,ชุมพวง,Chum Phuang,749.022457901
3018,30,สูงเนิน,Sung Noen,884.716582352
3019,30,ขามทะเลสอ,Kham Thale So,240.756087976
3020,30,สีคิ้ว,Sikhio,1351.93603966
3021,30,ปากช่อง,Pak Chong,2291.6517786599998
3022,30,หนองบุญมาก,Nong Bunnak,637.6047248589999
3023,30,แก้งสนามนาง,Kaeng Sanam Nang,370.11651963099996
3024,30,โนนแดง,Non Daeng,193.013201363
3025,30,วังน้ำเขียว,Wang Nam Khiao,1233.65904202
3026,30,เทพารัษ์,Thepharak,426.64195014999996
3027,30,เมืองยาง,Mueang Yang,310.945256319
3028,30,พระทองคำ,Phra Thongkham,403.38346108999997
3029,30,ลำทะเมนชัย,Lam Thamenchai,307.773296798
3030,30,บัวลาย,Bua Lai,204.549930362
3031,30,สีดา,Si Da,212.301644731
3032,30,เฉลิมพระเกียรติ,Chaloem Phrakiat,326.845121299
3101,31,เมืองบุรีรัมย์,Mueang Buri Ram,967.320419656
3102,31,คูเมือง,Khu Mueang,509.296729143
3103,31,กระสัง,Krasang,723.9397532840001
3104,31,นางรอง,Nang Rong,885.216372406
3105,31,หนองกี่,Nong Ki,515.867550672
3106,31,ละหานทราย,Lahan Sai,792.651328904
3107,31,ประโคนชัย,Prakhon Chai,972.807102054
3108,31,บ้านกรวด,Ban Kruat,645.317847311
3109,31,พุทไธสง,Phutthaisong,364.18480675
3110,31,ลำปลายมาศ,Lam Plai Mat,957.06511529
3111,31,สตึก,Satuek,719.8086153810001
3112,31,ปะคำ,Pakham,406.952465847
3113,31,นาโพธิ์,Na Pho,244.94664953400002
3114,31,หนองหงส์,Nong Hong,364.178591718
3115,31,พลับพลาชัย,Phlapphla Chai,305.625569468
3116,31,ห้วยราช,Huai Rat,202.779985541
3117,31,โนนสุวรรณ,Non Suwan,231.278527249
3118,31,ชำนิ,Chamni,277.411074933
3119,31,บ้านใหม่ไชยพจน์,Ban Mai Chaiphot,202.159840194
3120,31,โนนดินแดง,Non Din Daeng,637.486375492
3121,31,บ้านด่าน,Ban Dan,197.968782538
3122,31,แคนดง,Khaen Dong,298.843916056
3123,31,เฉลิมพระเกียรติ,Chaloem Phrakiat,275.12984482
3201,32,เมืองสุรินทร์,Mueang Surin,1273.48326127
3202,32,ชุมพลบุรี,Chumphon Buri,762.90442394
3203,32,ท่าตูม,Tha Tum,847.827369745
3204,32,จอมพระ,Chom Phra,383.747826342
3205,32,ปราสาท,Prasat,1137.4586048499998
3206,32,กาบเชิง,Kap Choeng,664.000431203
3207,32,รัตนบุรี,Rattana Buri,666.5563145169999
3208,32,สนม,Sanom,248.729697443
3209,32,ศีขรภูมิ,Si Khoraphum,848.113518126
3210,32,สังขะ,Sangkha,1150.78481125
3211,32,ลำดวน,Lamduan,253.303985001
3212,32,สำโรงทาบ,Samrong Thap,324.11072787
3213,32,บัวเชด,Bua Chet,549.288685462
3214,32,พนมดงรัก,Phanom Dong Rak,376.303609765
3215,32,ศรีณรงค์,Si Narong,361.677679545
3216,32,เขวาสินรินทร์,Khewa Sinarin,214.18645691499998
3217,32,โนนนารายณ์,Non Narai,216.435296147
3301,33,เมืองศรีเกษ,Mueang Si Sa Ket,632.004411996
3302,33,ยางชุมน้อย,Yang Chum Noi,258.019813515
3303,33,กันทรารมย์,Kanthararom,831.1652595190001
3304,33,กันทรลักษ์,Kantharalak,1605.76477616
3305,33,ขุขันธ์,Khukhan,901.48025393
3306,33,ไพรบึง,Phrai Bueng,315.80491619599997
3307,33,ปรางค์กู่,Prang Ku,450.875753047
3308,33,ขุนหาญ,Khun Han,1068.96502289
3309,33,ราษีไศล,Rasi Salai,583.772968798
3310,33,อุทุมพรพิสัย,Uthumphon Phisai,511.777397359
3311,33,บึงบูรพ์,Bueng Bun,61.829684943800004
3312,33,ห้วยทับทัน,Huai Thapthan,248.631596382
3313,33,โนนคูณ,Non Khun,324.61784683099995
3314,33,ศรีรัตนะ,Si Rattana,268.247295674
3315,33,น้ำเกลี้ยง,Nam Kliang,323.253462154
3316,33,วังหิน,Wang Hin,338.168806718
3317,33,ภูสิงห์,Phu Sing,715.0987522419999
3318,33,เมืองจันทร์,Mueang Chan,120.768440434
3319,33,เบญจลักษ์,Benchalak,309.329857995
3320,33,พยุห์,Phayu,197.962633378
